FID,OBJECTID,GRIDCODE,Subbasin,Area,Slo1,Lat,Long_,Elev,Cell_ID
0,2,2,2,4630.77,0.996432781,25.8281044,78.94045407,168,2723
1,5,5,5,1067.58,1.223048091,25.80099614,79.01709986,165,2898
2,6,6,6,1026.27,0.996096015,25.81944474,78.98561074,166,2728
4,8,8,8,1348.65,1.149033904,25.79485111,78.99180736,169,3062
6,10,10,10,1573.83,1.213056445,25.79398105,78.92603655,175,3554
7,11,11,11,1234.44,2.217616081,25.81983914,79.14884531,157,1747
8,12,12,12,2157.03,1.427184463,25.81473407,79.05515301,161,2237
9,13,13,13,1418.31,2.302203178,25.81896726,79.21902068,134,1587
10,14,14,14,1208.52,1.572315335,25.78961479,79.12287378,152,2410
11,15,15,15,327.24,3.080907106,25.8023441,79.24751997,122,1758
12,16,16,16,5356.53,1.642733574,25.84277757,79.20136518,156,1088
13,17,17,17,357.21,3.328479528,25.80396274,79.39785753,114,609
14,19,19,19,2476.98,2.532571077,25.79256846,79.19028482,144,2251
15,20,20,20,2131.92,1.415658355,25.77860265,78.93868107,176,3555
16,21,21,21,3609.36,2.854308367,25.80985622,79.27969422,138,1263
17,22,22,22,2388.69,1.688194752,25.82350581,79.33080028,149,769
18,23,23,23,1581.93,2.863901377,25.79638291,79.36675002,135,939
19,24,24,24,2909.52,2.036559343,25.78314506,79.07453059,148,2738
20,25,25,25,1875.96,2.458371878,25.775648,79.393472,130,1276
21,26,26,26,2174.85,3.126616478,25.77743572,79.31499802,135,1434
22,27,27,27,2091.42,1.362672448,25.77457889,79.14227657,160,2578
23,28,28,28,758.16,2.364057541,25.75302328,79.06870099,160,3402
24,31,31,31,2142.45,2.049299717,25.75126707,79.20314677,164,2752
25,33,33,33,1013.31,1.603674889,25.72860311,79.02693993,168,4063
26,34,34,34,839.16,2.33091712,25.75205007,79.35296685,135,1936
27,35,35,35,1235.25,1.124909163,25.73273673,79.12933186,165,3409
28,36,36,36,1698.57,1.146919608,25.73854328,79.09849747,167,3406
29,37,37,37,1049.76,1.105377197,25.74756878,78.91391171,179,4384
30,38,38,38,2872.26,1.464434743,25.76285809,78.98736909,170,3560
31,39,39,39,2600.91,1.778641462,25.73853451,79.29070253,155,2428
32,40,40,40,1615.95,1.17271769,25.7247828,78.91234349,176,4716
33,41,41,41,678.78,3.446876526,25.73081665,79.05171791,146,4067
34,42,42,42,5187.24,2.210306406,25.73981196,79.24189404,153,2590
35,43,43,43,1970.73,1.529956102,25.73431283,79.1658942,164,2914
36,44,44,44,1084.59,2.270328522,25.72930375,79.33384008,133,2265
37,45,45,45,3963.33,2.107037783,25.73349801,79.38619815,132,2104
38,47,47,47,5334.66,1.199444652,25.71473098,78.93839383,175,4554
39,48,48,48,3869.37,1.78498733,25.6982361,79.10005038,169,4071
40,49,49,49,1125.09,2.004547358,25.69168672,79.35498284,144,2768
41,50,50,50,954.99,1.40537715,25.70434654,79.17291264,166,3747
42,51,51,51,2504.52,1.493805289,25.70381366,79.27537792,162,3092
43,53,53,53,644.76,3.134876013,25.7014394,79.01756617,148,4562
44,54,54,54,1212.57,1.33757782,25.67510837,79.1231601,174,4406
45,55,55,55,1794.96,1.376400471,25.71810162,78.99970418,171,4558
46,56,56,56,1305.72,1.566457391,25.68163709,79.18452041,171,3914
47,57,57,57,797.04,2.186007261,25.69798971,79.32317332,136,2930
48,58,58,58,2047.68,1.089167833,25.68489032,78.92038309,177,5383
49,59,59,59,1854.09,1.918992043,25.68030881,79.05898034,175,4566
50,60,60,60,578.34,1.335053802,25.67195511,79.15513033,167,4575
51,61,61,61,1727.73,1.038547039,25.66898681,78.93738456,178,5385
52,63,63,63,1676.7,1.469202518,25.64261888,79.10061115,184,5235
53,64,64,64,5019.57,1.570875168,25.66529997,79.24256749,167,3920
54,65,65,65,1901.88,2.163208961,25.66585572,78.98950855,161,5057
55,66,66,66,4147.2,2.22772646,25.6708929,79.3974728,145,3105
56,67,67,67,2061.45,2.330374241,25.63519289,79.02012783,183,5726
57,68,68,68,4047.57,1.872818589,25.64430211,79.04924357,185,5396
58,70,70,70,2662.47,1.729982257,25.63559418,79.15857319,179,4909
59,71,71,71,1197.18,2.38540554,25.62387546,79.39877391,145,3936
60,72,72,72,3018.87,1.530817747,25.65417214,79.31037054,154,3762
61,73,73,73,5356.53,1.320916295,25.63675408,78.89562512,181,6378
62,74,74,74,2228.31,2.765560627,25.64598725,79.35686663,131,3764
63,75,75,75,2397.6,1.63184011,25.62226843,79.12087533,180,5404
64,76,76,76,1811.16,1.369752169,25.61437429,79.1940111,175,5080
65,77,77,77,2517.48,1.406884909,25.62743869,79.24590047,161,4586
66,78,78,78,2960.55,1.493234158,25.60182567,79.26848093,165,4921
67,79,79,79,2041.2,2.250477552,25.60723885,78.93952969,174,6717
68,80,80,80,3657.15,1.298422575,25.59187726,78.85921414,190,7372
69,81,81,81,2973.51,1.719238997,25.61253533,78.98205924,179,6387
70,82,82,82,2437.29,2.024054527,25.60867793,79.33723026,146,4428
71,83,83,83,1173.69,3.074629784,25.60288926,79.37647309,146,4267
72,84,84,84,3546.99,1.772298574,25.5827057,79.18299298,175,5743
73,85,85,85,2315.79,1.873581171,25.57888441,79.00485578,189,6722
74,86,86,86,1628.1,2.224250078,25.5913711,79.40972702,158,4437
75,87,87,87,2175.66,1.615450025,25.56880133,79.43940119,154,4605
76,88,88,88,1116.18,1.967814684,25.56655549,78.95730473,180,7217
77,89,89,89,1595.7,1.823595166,25.56459843,79.33844942,162,5095
78,90,90,90,2026.62,1.844007611,25.55450479,79.36684599,159,5264
79,91,91,91,1597.32,2.29887104,25.57502456,78.90806286,176,7377
80,93,93,93,1458,1.533099651,25.54380876,79.00000337,202,7387
81,94,94,94,1210.14,2.661912918,25.53268614,78.97619504,191,7718
82,95,95,95,1188.27,2.263869047,25.56283383,79.24712688,167,5751
